{'sample_size': 1000, 'difference': -5, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0006080393290278664, 'weighted_error': 1.0000329433181852}
{'sample_size': 1000, 'difference': 1, 'noise': 0.001, 'n': 10, 'shap_error': 0.0005564884153051004, 'weighted_error': 1.0000301472306115}
{'sample_size': 1000, 'difference': 5, 'noise': 0.005, 'n': 10, 'shap_error': 0.0012830774006567225, 'weighted_error': 1.000069494618071}
{'sample_size': 1000, 'difference': 6, 'noise': 0.01, 'n': 10, 'shap_error': 0.0010114895393686305, 'weighted_error': 1.0000547943377822}
{'sample_size': 1000, 'difference': -7, 'noise': 0.05, 'n': 10, 'shap_error': 0.00044758092522931465, 'weighted_error': 1.0000172840822532}
{'sample_size': 1000, 'difference': -2, 'noise': 0.1, 'n': 10, 'shap_error': 0.001509894788049477, 'weighted_error': 1.0000728860049592}
{'sample_size': 1000, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 0.00867771377388135, 'weighted_error': 1.0004680433832518}
{'sample_size': 1000, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.04303953410480508, 'weighted_error': 1.002133902909604}
{'sample_size': 1000, 'difference': -3, 'noise': 0.0005, 'n': 10, 'shap_error': 0.01791903751507681, 'weighted_error': 1.0000531264488084}
{'sample_size': 1000, 'difference': 2, 'noise': 0.001, 'n': 10, 'shap_error': 0.0077868390326159085, 'weighted_error': 1.0000230889537447}
{'sample_size': 1000, 'difference': 4, 'noise': 0.005, 'n': 10, 'shap_error': 0.02732902821329678, 'weighted_error': 1.0000810327731366}
{'sample_size': 1000, 'difference': 2, 'noise': 0.01, 'n': 10, 'shap_error': 0.038048635330122045, 'weighted_error': 1.0001128205674046}
{'sample_size': 1000, 'difference': -5, 'noise': 0.05, 'n': 10, 'shap_error': 0.012943577447391275, 'weighted_error': 1.0000383187085846}
{'sample_size': 1000, 'difference': -1, 'noise': 0.1, 'n': 10, 'shap_error': 0.025041729014980762, 'weighted_error': 1.0000741710034113}
{'sample_size': 1000, 'difference': -2, 'noise': 0.5, 'n': 10, 'shap_error': 0.014529816334632715, 'weighted_error': 1.0000411109398117}
{'sample_size': 1000, 'difference': 4, 'noise': 1, 'n': 10, 'shap_error': 0.06146758449252019, 'weighted_error': 1.000121478821756}
{'sample_size': 1000, 'difference': 4, 'noise': 0.0005, 'n': 10, 'shap_error': 0.001296193092904843, 'weighted_error': 1.0000551340638133}
{'sample_size': 1000, 'difference': 1, 'noise': 0.001, 'n': 10, 'shap_error': 0.0006840496609243254, 'weighted_error': 1.0000290823221667}
{'sample_size': 1000, 'difference': 1, 'noise': 0.005, 'n': 10, 'shap_error': 0.0012793553220445738, 'weighted_error': 1.0000543061614806}
{'sample_size': 1000, 'difference': -8, 'noise': 0.01, 'n': 10, 'shap_error': 0.001252542103194474, 'weighted_error': 1.00005327728392}
{'sample_size': 1000, 'difference': -4, 'noise': 0.05, 'n': 10, 'shap_error': 0.004719830825832568, 'weighted_error': 1.000200657657923}
{'sample_size': 1000, 'difference': 4, 'noise': 0.1, 'n': 10, 'shap_error': 0.002138406871129453, 'weighted_error': 1.0000864240254939}
{'sample_size': 1000, 'difference': 6, 'noise': 0.5, 'n': 10, 'shap_error': 0.008569722690908806, 'weighted_error': 1.0002517386902934}
{'sample_size': 1000, 'difference': -2, 'noise': 1, 'n': 10, 'shap_error': 0.043683374416928475, 'weighted_error': 1.0004581199343716}
{'sample_size': 1000, 'difference': -4, 'noise': 0.0005, 'n': 10, 'shap_error': 0.00973070600286183, 'weighted_error': 1.000081662024138}
{'sample_size': 1000, 'difference': 1, 'noise': 0.001, 'n': 10, 'shap_error': 0.006736066683086346, 'weighted_error': 1.0000565277879496}
{'sample_size': 1000, 'difference': -7, 'noise': 0.005, 'n': 10, 'shap_error': 0.008827076693453364, 'weighted_error': 1.0000740686785161}
{'sample_size': 1000, 'difference': 7, 'noise': 0.01, 'n': 10, 'shap_error': 0.004437199959033026, 'weighted_error': 1.0000372427014848}
{'sample_size': 1000, 'difference': 1, 'noise': 0.05, 'n': 10, 'shap_error': 0.008746727402777934, 'weighted_error': 1.000073405156043}
{'sample_size': 1000, 'difference': 2, 'noise': 0.1, 'n': 10, 'shap_error': 0.0035816279657967824, 'weighted_error': 1.000028598403157}
{'sample_size': 1000, 'difference': 1, 'noise': 0.5, 'n': 10, 'shap_error': 0.003422434763778007, 'weighted_error': 1.000028043887136}
{'sample_size': 1000, 'difference': 2, 'noise': 1, 'n': 10, 'shap_error': 0.029514735699398942, 'weighted_error': 1.0002338041218428}
{'sample_size': 1000, 'difference': 1, 'noise': 0.0005, 'n': 10, 'shap_error': 0.002301380915869495, 'weighted_error': 1.000071268784394}
{'sample_size': 1000, 'difference': -2, 'noise': 0.001, 'n': 10, 'shap_error': 0.0012130826494249865, 'weighted_error': 1.000037562632186}
{'sample_size': 1000, 'difference': 3, 'noise': 0.005, 'n': 10, 'shap_error': 0.0012150292577879924, 'weighted_error': 1.0000376201862284}
{'sample_size': 1000, 'difference': -8, 'noise': 0.01, 'n': 10, 'shap_error': 0.0022922519259410542, 'weighted_error': 1.0000709777950254}
{'sample_size': 1000, 'difference': 3, 'noise': 0.05, 'n': 10, 'shap_error': 0.0011141308900221845, 'weighted_error': 1.000034426955938}
{'sample_size': 1000, 'difference': -6, 'noise': 0.1, 'n': 10, 'shap_error': 0.004588381237560063, 'weighted_error': 1.0001244719711244}
{'sample_size': 1000, 'difference': 6, 'noise': 0.5, 'n': 10, 'shap_error': 0.011396350435245488, 'weighted_error': 1.0003438136530018}
{'sample_size': 1000, 'difference': -6, 'noise': 1, 'n': 10, 'shap_error': 0.03182924586130999, 'weighted_error': 1.0005579416490866}
{'sample_size': 1000, 'difference': 4, 'noise': 0.0005, 'n': 10, 'shap_error': 0.004846851809594743, 'weighted_error': 1.0000511485560202}
{'sample_size': 1000, 'difference': 2, 'noise': 0.001, 'n': 10, 'shap_error': 0.0013695220610308368, 'weighted_error': 1.0000144529272565}
{'sample_size': 1000, 'difference': 7, 'noise': 0.005, 'n': 10, 'shap_error': 0.0011687757102596826, 'weighted_error': 1.0000123321430299}
{'sample_size': 1000, 'difference': 4, 'noise': 0.01, 'n': 10, 'shap_error': 0.0037594269067688763, 'weighted_error': 1.000039649140613}
{'sample_size': 1000, 'difference': 12, 'noise': 0.05, 'n': 10, 'shap_error': 0.00074333585779163, 'weighted_error': 1.0000055430910233}
{'sample_size': 1000, 'difference': -2, 'noise': 0.1, 'n': 10, 'shap_error': 0.0036271980591881013, 'weighted_error': 1.0000382311258775}
{'sample_size': 1000, 'difference': -6, 'noise': 0.5, 'n': 10, 'shap_error': 0.013685667519772435, 'weighted_error': 1.00007157110588}
{'sample_size': 1000, 'difference': 7, 'noise': 1, 'n': 10, 'shap_error': 0.060823913697357866, 'weighted_error': 1.0002556728453367}
{'sample_size': 1000, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0011779448624846187, 'weighted_error': 1.0000346778617228}
{'sample_size': 1000, 'difference': -1, 'noise': 0.001, 'n': 10, 'shap_error': 0.0002520554870860413, 'weighted_error': 1.0000074200702587}
{'sample_size': 1000, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 0.0034891728445087472, 'weighted_error': 1.000102716333475}
{'sample_size': 1000, 'difference': 2, 'noise': 0.01, 'n': 10, 'shap_error': 0.0009959253208268854, 'weighted_error': 1.0000291302667705}
{'sample_size': 1000, 'difference': 5, 'noise': 0.05, 'n': 10, 'shap_error': 0.0016389100713173714, 'weighted_error': 1.000037917536748}
{'sample_size': 1000, 'difference': 9, 'noise': 0.1, 'n': 10, 'shap_error': 0.0020645851857739863, 'weighted_error': 1.0000587426080731}
{'sample_size': 1000, 'difference': 9, 'noise': 0.5, 'n': 10, 'shap_error': 0.01574254736516406, 'weighted_error': 1.0004605931373816}
{'sample_size': 1000, 'difference': 1, 'noise': 1, 'n': 10, 'shap_error': 0.04114028940238816, 'weighted_error': 1.001005359187094}
{'sample_size': 1000, 'difference': 2, 'noise': 0.0005, 'n': 10, 'shap_error': 0.006156660942322337, 'weighted_error': 1.000023424807665}
{'sample_size': 1000, 'difference': 6, 'noise': 0.001, 'n': 10, 'shap_error': 0.009460554042949411, 'weighted_error': 1.0000359986228413}
{'sample_size': 1000, 'difference': 4, 'noise': 0.005, 'n': 10, 'shap_error': 0.01113964931113072, 'weighted_error': 1.0000423876988649}
{'sample_size': 1000, 'difference': 4, 'noise': 0.01, 'n': 10, 'shap_error': 0.01500483962071024, 'weighted_error': 1.0000570859273767}
{'sample_size': 1000, 'difference': 2, 'noise': 0.05, 'n': 10, 'shap_error': 0.024457309030341743, 'weighted_error': 1.0000930683295635}
{'sample_size': 1000, 'difference': 2, 'noise': 0.1, 'n': 10, 'shap_error': 0.013582393230154593, 'weighted_error': 1.0000505458456166}
{'sample_size': 1000, 'difference': -9, 'noise': 0.5, 'n': 10, 'shap_error': 0.020318138085062814, 'weighted_error': 1.0000521818103485}
{'sample_size': 1000, 'difference': 1, 'noise': 1, 'n': 10, 'shap_error': 0.12267328967207014, 'weighted_error': 1.0002133185293385}
{'sample_size': 1000, 'difference': 6, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0061190655720817794, 'weighted_error': 1.0000645463273004}
{'sample_size': 1000, 'difference': -3, 'noise': 0.001, 'n': 10, 'shap_error': 0.003495070247828541, 'weighted_error': 1.0000368669224655}
{'sample_size': 1000, 'difference': 4, 'noise': 0.005, 'n': 10, 'shap_error': 0.002079901984113991, 'weighted_error': 1.0000219328422113}
{'sample_size': 1000, 'difference': 7, 'noise': 0.01, 'n': 10, 'shap_error': 0.0010255698369055627, 'weighted_error': 1.000010816769948}
{'sample_size': 1000, 'difference': -9, 'noise': 0.05, 'n': 10, 'shap_error': 0.003106453883432693, 'weighted_error': 1.0000327350921572}
{'sample_size': 1000, 'difference': 1, 'noise': 0.1, 'n': 10, 'shap_error': 0.005241622694421144, 'weighted_error': 1.000050671917729}
{'sample_size': 1000, 'difference': -2, 'noise': 0.5, 'n': 10, 'shap_error': 0.007420198113712749, 'weighted_error': 1.0000564396677538}
{'sample_size': 1000, 'difference': 4, 'noise': 1, 'n': 10, 'shap_error': 0.0430685365227421, 'weighted_error': 1.0003465637103692}
{'sample_size': 1000, 'difference': 1, 'noise': 0.0005, 'n': 10, 'shap_error': 0.008476819795112075, 'weighted_error': 1.000076230366611}
{'sample_size': 1000, 'difference': -4, 'noise': 0.001, 'n': 10, 'shap_error': 0.006153200985721739, 'weighted_error': 1.000055331695913}
{'sample_size': 1000, 'difference': -3, 'noise': 0.005, 'n': 10, 'shap_error': 0.009063931237464929, 'weighted_error': 1.0000814975258696}
{'sample_size': 1000, 'difference': -5, 'noise': 0.01, 'n': 10, 'shap_error': 0.016780239245012537, 'weighted_error': 1.0001507864974537}
{'sample_size': 1000, 'difference': -2, 'noise': 0.05, 'n': 10, 'shap_error': 0.007178331038998997, 'weighted_error': 1.0000644384510071}
{'sample_size': 1000, 'difference': -1, 'noise': 0.1, 'n': 10, 'shap_error': 0.006268379443526021, 'weighted_error': 1.000056353978545}
{'sample_size': 1000, 'difference': 4, 'noise': 0.5, 'n': 10, 'shap_error': 0.046430460198222466, 'weighted_error': 1.0001183100102715}
{'sample_size': 1000, 'difference': 4, 'noise': 1, 'n': 10, 'shap_error': 0.14663462304585959, 'weighted_error': 1.0002735566591883}
{'sample_size': 1000, 'difference': -3, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0010751858621965576, 'weighted_error': 1.0000582461232042}
{'sample_size': 1000, 'difference': -5, 'noise': 0.001, 'n': 10, 'shap_error': 0.0013038987538160072, 'weighted_error': 1.0000706495411316}
{'sample_size': 1000, 'difference': 1, 'noise': 0.005, 'n': 10, 'shap_error': 0.001322628642795113, 'weighted_error': 1.0000716673872576}
{'sample_size': 1000, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.00024867315101113235, 'weighted_error': 1.0000132881865285}
{'sample_size': 1000, 'difference': -8, 'noise': 0.05, 'n': 10, 'shap_error': 0.0004306832587841634, 'weighted_error': 1.0000232797813353}
{'sample_size': 1000, 'difference': -6, 'noise': 0.1, 'n': 10, 'shap_error': 0.001077850038224932, 'weighted_error': 1.0000399026248652}
{'sample_size': 1000, 'difference': -4, 'noise': 0.5, 'n': 10, 'shap_error': 0.005209928295286197, 'weighted_error': 1.0000934791769538}
{'sample_size': 1000, 'difference': 1, 'noise': 1, 'n': 10, 'shap_error': 0.030166996301707622, 'weighted_error': 1.0016046524640254}
{'sample_size': 1000, 'difference': -2, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0048281586815985995, 'weighted_error': 1.0000908430015447}
{'sample_size': 1000, 'difference': 6, 'noise': 0.001, 'n': 10, 'shap_error': 0.002312149707465727, 'weighted_error': 1.0000435008141173}
{'sample_size': 1000, 'difference': 4, 'noise': 0.005, 'n': 10, 'shap_error': 0.0017022636901520478, 'weighted_error': 1.0000320255487631}
{'sample_size': 1000, 'difference': 1, 'noise': 0.01, 'n': 10, 'shap_error': 0.0029175057034480445, 'weighted_error': 1.0000548682816832}
{'sample_size': 1000, 'difference': 5, 'noise': 0.05, 'n': 10, 'shap_error': 0.004785789539601412, 'weighted_error': 1.000089629786594}
{'sample_size': 1000, 'difference': 6, 'noise': 0.1, 'n': 10, 'shap_error': 0.0041645331883372666, 'weighted_error': 1.0000755807677086}
{'sample_size': 1000, 'difference': -1, 'noise': 0.5, 'n': 10, 'shap_error': 0.0332298340274733, 'weighted_error': 1.0002404350592733}
{'sample_size': 1000, 'difference': -4, 'noise': 1, 'n': 10, 'shap_error': 0.19975739130782616, 'weighted_error': 1.0010027769975645}
{'sample_size': 1000, 'difference': -4, 'noise': 0.0005, 'n': 10, 'shap_error': 0.002748566204924345, 'weighted_error': 1.0001309577353437}
{'sample_size': 1000, 'difference': -2, 'noise': 0.001, 'n': 10, 'shap_error': 0.002446237918262068, 'weighted_error': 1.0001165277079882}
{'sample_size': 1000, 'difference': -1, 'noise': 0.005, 'n': 10, 'shap_error': 0.0015160458728072867, 'weighted_error': 1.0000722078307398}
{'sample_size': 1000, 'difference': 5, 'noise': 0.01, 'n': 10, 'shap_error': 0.0008193975547933019, 'weighted_error': 1.0000387644921989}
{'sample_size': 1000, 'difference': -3, 'noise': 0.05, 'n': 10, 'shap_error': 0.0005161252503579018, 'weighted_error': 1.0000242556479426}
{'sample_size': 1000, 'difference': 3, 'noise': 0.1, 'n': 10, 'shap_error': 0.0007738430375821492, 'weighted_error': 1.0000328013374669}
{'sample_size': 1000, 'difference': -7, 'noise': 0.5, 'n': 10, 'shap_error': 0.014958497673853887, 'weighted_error': 1.0006491276153293}
{'sample_size': 1000, 'difference': -1, 'noise': 1, 'n': 10, 'shap_error': 0.07018340761192958, 'weighted_error': 1.003209745665099}
{'sample_size': 1000, 'difference': -4, 'noise': 0.0005, 'n': 10, 'shap_error': 0.003715436162257638, 'weighted_error': 1.0000568129486371}
{'sample_size': 1000, 'difference': -2, 'noise': 0.001, 'n': 10, 'shap_error': 0.002089581041307441, 'weighted_error': 1.000031956666556}
{'sample_size': 1000, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 0.003774001853780978, 'weighted_error': 1.0000576679855169}
{'sample_size': 1000, 'difference': 3, 'noise': 0.01, 'n': 10, 'shap_error': 0.004696141913678068, 'weighted_error': 1.0000718033477751}
{'sample_size': 1000, 'difference': 8, 'noise': 0.05, 'n': 10, 'shap_error': 0.0021707405708135214, 'weighted_error': 1.000029883355637}
{'sample_size': 1000, 'difference': -6, 'noise': 0.1, 'n': 10, 'shap_error': 0.005208272547660479, 'weighted_error': 1.0000796133091712}
{'sample_size': 1000, 'difference': -2, 'noise': 0.5, 'n': 10, 'shap_error': 0.011119965995446839, 'weighted_error': 1.00009813960769}
{'sample_size': 1000, 'difference': 1, 'noise': 1, 'n': 10, 'shap_error': 0.025050184789305596, 'weighted_error': 1.0003796718958746}
{'sample_size': 1000, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0036009689392699404, 'weighted_error': 1.0000395263858235}
{'sample_size': 1000, 'difference': -4, 'noise': 0.001, 'n': 10, 'shap_error': 0.002040475717362875, 'weighted_error': 1.000022398317059}
{'sample_size': 1000, 'difference': 3, 'noise': 0.005, 'n': 10, 'shap_error': 0.0019153853515561554, 'weighted_error': 1.0000210109582466}
{'sample_size': 1000, 'difference': 1, 'noise': 0.01, 'n': 10, 'shap_error': 0.002099755084690446, 'weighted_error': 1.0000230223571778}
{'sample_size': 1000, 'difference': -5, 'noise': 0.05, 'n': 10, 'shap_error': 0.005149826911308586, 'weighted_error': 1.0000563565690697}
{'sample_size': 1000, 'difference': 1, 'noise': 0.1, 'n': 10, 'shap_error': 0.007373288702147454, 'weighted_error': 1.000077025904685}
{'sample_size': 1000, 'difference': -7, 'noise': 0.5, 'n': 10, 'shap_error': 0.01399970918725243, 'weighted_error': 1.0000561222927666}
{'sample_size': 1000, 'difference': 4, 'noise': 1, 'n': 10, 'shap_error': 0.06063478609283847, 'weighted_error': 1.000144077135502}
{'sample_size': 1000, 'difference': 4, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0042127752826229175, 'weighted_error': 1.000037884049394}
{'sample_size': 1000, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 0.003875586916802397, 'weighted_error': 1.000034850517278}
{'sample_size': 1000, 'difference': 1, 'noise': 0.005, 'n': 10, 'shap_error': 0.003124694285828522, 'weighted_error': 1.0000280992749844}
{'sample_size': 1000, 'difference': 5, 'noise': 0.01, 'n': 10, 'shap_error': 0.0018748635245803883, 'weighted_error': 1.0000168472244244}
{'sample_size': 1000, 'difference': -3, 'noise': 0.05, 'n': 10, 'shap_error': 0.001686930685579672, 'weighted_error': 1.0000150586218397}
{'sample_size': 1000, 'difference': -6, 'noise': 0.1, 'n': 10, 'shap_error': 0.008171272510605778, 'weighted_error': 1.000072145098796}
{'sample_size': 1000, 'difference': 3, 'noise': 0.5, 'n': 10, 'shap_error': 0.0045458681853574314, 'weighted_error': 1.0000298402402983}
{'sample_size': 1000, 'difference': -7, 'noise': 1, 'n': 10, 'shap_error': 0.05225371457049742, 'weighted_error': 1.0001366040723862}
{'sample_size': 1000, 'difference': -2, 'noise': 0.0005, 'n': 10, 'shap_error': 0.003173112541657916, 'weighted_error': 1.0000334684867522}
{'sample_size': 1000, 'difference': -1, 'noise': 0.001, 'n': 10, 'shap_error': 0.0014085356160973737, 'weighted_error': 1.0000148560138375}
{'sample_size': 1000, 'difference': -1, 'noise': 0.005, 'n': 10, 'shap_error': 0.005652822266523224, 'weighted_error': 1.0000596299531943}
{'sample_size': 1000, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.005584257768868448, 'weighted_error': 1.0000588527188095}
{'sample_size': 1000, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.003001111040098904, 'weighted_error': 1.0000316507933804}
{'sample_size': 1000, 'difference': -1, 'noise': 0.1, 'n': 10, 'shap_error': 0.008070280265739286, 'weighted_error': 1.0000851042130923}
